item,views,likes,ctr
2726,5,0,0
2727,5,0,0
2728,8,1,0.125
2729,2,1,0.5
2730,7,0,0
2731,8,3,0.375
2732,11,3,0.272727281
2733,9,1,0.111111112
2734,14,5,0.357142866
2735,10,0,0
2736,8,0,0
2737,4,1,0.25
2738,4,0,0
2739,7,0,0
2740,5,2,0.400000006
2741,8,2,0.25
2742,4,1,0.25
2743,10,0,0
2744,7,1,0.142857149
2745,9,2,0.222222224
2746,4,1,0.25
2747,7,2,0.285714298
2748,6,1,0.166666672
2749,9,2,0.222222224
2750,10,2,0.200000003
2751,9,1,0.111111112
2752,6,1,0.166666672
2753,4,0,0
2754,9,4,0.444444448
2755,7,2,0.285714298
2757,8,1,0.125
2758,6,0,0
2759,4,0,0
2760,8,2,0.25
2761,7,1,0.142857149
2762,12,1,0.0833333358
2763,10,0,0
2764,4,3,0.75
2765,2,0,0
2766,7,0,0
2767,6,0,0
2768,9,1,0.111111112
2769,9,0,0
2770,9,2,0.222222224
2771,11,1,0.0909090936
2772,6,1,0.166666672
2773,6,2,0.333333343
2774,10,0,0
2775,5,1,0.200000003
2776,9,2,0.222222224
2777,10,2,0.200000003
2778,4,1,0.25
2779,10,0,0
2780,6,0,0
2781,10,2,0.200000003
2782,8,2,0.25
2783,2,1,0.5
2784,10,0,0
2785,7,1,0.142857149
2786,9,0,0
2787,6,0,0
2788,10,0,0
2789,7,0,0
2790,12,0,0
2791,7,1,0.142857149
2792,9,1,0.111111112
2793,3,0,0
2794,7,0,0
2795,8,0,0
2796,6,0,0
2797,4,2,0.5
2798,4,2,0.5
2799,4,1,0.25
2800,12,3,0.25
2801,8,2,0.25
2802,2,0,0
2803,11,2,0.181818187
2804,7,0,0
2805,9,1,0.111111112
2806,7,1,0.142857149
2807,5,0,0
2808,10,0,0
2809,9,3,0.333333343
2810,3,0,0
2811,6,0,0
2812,3,2,0.666666687
2813,2,0,0
2814,4,0,0
2815,6,2,0.333333343
2816,4,1,0.25
2817,10,0,0
2818,9,3,0.333333343
2819,7,0,0
2820,7,0,0
2821,7,1,0.142857149
2822,12,1,0.0833333358
2823,7,1,0.142857149
2824,16,3,0.1875
2825,8,1,0.125
2826,4,0,0
2827,4,0,0
2828,12,2,0.166666672
2829,6,0,0
2830,10,2,0.200000003
2831,9,1,0.111111112
2832,7,0,0
2833,10,1,0.100000001
2834,6,0,0
2835,1,0,0
2836,3,0,0
2837,9,0,0
2838,2,0,0
2839,8,2,0.25
2840,5,2,0.400000006
2841,8,2,0.25
2842,4,0,0
2843,13,2,0.15384616
2844,4,0,0
2845,5,0,0
2846,10,2,0.200000003
2847,8,2,0.25
2848,3,0,0
2849,11,2,0.181818187
2850,6,1,0.166666672
2851,7,0,0
2852,7,1,0.142857149
2853,6,0,0
2854,1,0,0
2855,5,0,0
2856,2,2,1
2857,7,0,0
2858,10,2,0.200000003
2859,14,0,0
2860,10,3,0.300000012
2861,2,0,0
2862,5,0,0
2863,3,0,0
2864,8,1,0.125
2865,10,0,0
2866,8,1,0.125
2867,4,0,0
2868,2,0,0
2869,3,1,0.333333343
2870,6,1,0.166666672
2871,8,1,0.125
2872,7,0,0
2873,7,4,0.571428597
2874,6,1,0.166666672
2875,4,1,0.25
2876,5,2,0.400000006
2877,12,0,0
2878,5,2,0.400000006
2879,6,1,0.166666672
2880,5,2,0.400000006
2881,9,1,0.111111112
2882,10,2,0.200000003
2883,6,0,0
2884,4,1,0.25
2885,6,0,0
2886,10,1,0.100000001
2887,7,1,0.142857149
2888,7,0,0
2889,8,0,0
2890,13,1,0.0769230798
2891,8,0,0
2892,10,1,0.100000001
2893,10,2,0.200000003
2894,5,1,0.200000003
2895,9,3,0.333333343
2896,7,2,0.285714298
2897,8,2,0.25
2898,10,3,0.300000012
2899,6,0,0
2900,8,0,0
2901,8,2,0.25
2902,9,1,0.111111112
2903,4,1,0.25
2904,5,1,0.200000003
2905,3,1,0.333333343
2906,5,0,0
2907,11,3,0.272727281
2908,12,0,0
2909,6,0,0
2910,9,2,0.222222224
2911,7,2,0.285714298
2912,6,2,0.333333343
2913,3,0,0
2914,5,0,0
2915,7,0,0
2916,5,0,0
2917,6,0,0
2918,4,0,0
2919,7,1,0.142857149
2920,10,1,0.100000001
2921,8,0,0
2922,10,1,0.100000001
2923,7,1,0.142857149
2924,7,3,0.428571433
2925,6,5,0.833333313
2926,7,1,0.142857149
2927,7,0,0
2928,10,0,0
2929,7,4,0.571428597
2930,8,1,0.125
2931,7,1,0.142857149
2932,10,0,0
2933,3,1,0.333333343
2934,9,1,0.111111112
2935,7,1,0.142857149
2936,4,0,0
2937,3,1,0.333333343
2938,8,3,0.375
2939,6,1,0.166666672
2940,3,1,0.333333343
2941,7,1,0.142857149
2942,5,1,0.200000003
2943,5,1,0.200000003
2944,7,0,0
2945,4,0,0
2946,6,0,0
2947,8,4,0.5
2948,5,2,0.400000006
2949,7,1,0.142857149
2950,9,1,0.111111112
2951,5,0,0
2952,6,0,0
2953,7,0,0
2954,8,2,0.25
2955,4,0,0
2956,8,1,0.125
2957,10,3,0.300000012
2958,3,1,0.333333343
2959,1,0,0
2960,11,1,0.0909090936
2961,7,1,0.142857149
2962,8,1,0.125
2963,9,3,0.333333343
2964,4,1,0.25
2965,6,0,0
2966,7,1,0.142857149
2967,9,1,0.111111112
2968,3,1,0.333333343
2969,9,2,0.222222224
2970,6,1,0.166666672
2971,9,1,0.111111112
2972,8,0,0
2973,12,1,0.0833333358
2974,5,0,0
2975,4,1,0.25
2976,5,1,0.200000003
2977,4,0,0
2978,12,2,0.166666672
2979,8,0,0
2980,11,1,0.0909090936
2981,4,0,0
2982,2,0,0
2983,6,1,0.166666672
2984,2,1,0.5
2985,7,2,0.285714298
2986,3,3,1
2987,6,0,0
2988,7,1,0.142857149
2989,4,0,0
2990,6,1,0.166666672
2991,9,1,0.111111112
2992,8,2,0.25
2993,2,0,0
2994,10,1,0.100000001
2995,6,1,0.166666672
2996,6,1,0.166666672
2997,7,0,0
2998,9,2,0.222222224
2999,6,1,0.166666672
3000,5,0,0
3001,5,0,0
3002,1,0,0
3003,4,0,0
3004,9,0,0
3005,6,1,0.166666672
3006,5,2,0.400000006
3007,3,0,0
3008,3,0,0
3009,4,1,0.25
3010,7,1,0.142857149
3011,7,1,0.142857149
3012,4,1,0.25
3013,6,0,0
3014,6,0,0
3015,4,1,0.25
3016,9,2,0.222222224
3017,7,1,0.142857149
3018,5,2,0.400000006
3019,7,3,0.428571433
3020,6,1,0.166666672
3021,8,0,0
3022,5,0,0
3023,4,0,0
3024,5,2,0.400000006
3025,5,2,0.400000006
3026,9,1,0.111111112
3027,6,0,0
3028,5,0,0
3029,4,1,0.25
3030,6,0,0
3031,7,3,0.428571433
3032,8,2,0.25
3033,6,1,0.166666672
3034,5,0,0
3035,2,0,0
3036,7,3,0.428571433
3037,4,0,0
3038,6,1,0.166666672
3039,5,0,0
3040,7,1,0.142857149
3041,4,1,0.25
3042,7,0,0
3043,4,1,0.25
3044,6,3,0.5
3045,9,0,0
3046,6,1,0.166666672
3047,6,0,0
3048,5,1,0.200000003
3049,3,0,0
3050,5,0,0
3051,7,1,0.142857149
3052,12,4,0.333333343
3053,7,3,0.428571433
3054,2,0,0
3055,13,2,0.15384616
3056,5,0,0
3057,6,0,0
3058,1,1,1
3059,6,1,0.166666672
3060,5,1,0.200000003
3061,7,5,0.714285731
3062,4,0,0
3063,13,2,0.15384616
3064,7,1,0.142857149
3065,3,1,0.333333343
3066,8,1,0.125
3067,8,3,0.375
3068,9,1,0.111111112
3069,4,0,0
3070,4,0,0
3071,10,3,0.300000012
3072,11,1,0.0909090936
3073,6,1,0.166666672
3074,6,0,0
3075,4,0,0
3076,10,1,0.100000001
3077,3,0,0
3078,3,1,0.333333343
3079,8,0,0
3080,5,2,0.400000006
3081,2,0,0
3082,10,2,0.200000003
3083,6,1,0.166666672
3084,5,0,0
3085,9,1,0.111111112
3086,5,2,0.400000006
3087,7,2,0.285714298
3088,4,0,0
3089,12,3,0.25
3090,8,1,0.125
3091,9,1,0.111111112
3092,7,1,0.142857149
3093,6,0,0
3094,4,0,0
3095,6,1,0.166666672
3096,8,1,0.125
3097,4,2,0.5
3098,6,1,0.166666672
3099,11,2,0.181818187
3100,8,2,0.25
3101,5,0,0
3102,3,1,0.333333343
3103,9,0,0
3104,7,0,0
3105,7,2,0.285714298
3106,5,0,0
3107,8,2,0.25
3108,10,1,0.100000001
3109,5,1,0.200000003
3110,3,0,0
3111,5,1,0.200000003
3112,5,1,0.200000003
3113,8,3,0.375
3114,5,0,0
3115,5,0,0
3116,3,2,0.666666687
3117,6,0,0
3118,7,2,0.285714298
3119,4,0,0
3120,3,0,0
3121,5,1,0.200000003
3122,5,0,0
3123,8,0,0
3124,6,2,0.333333343
3125,5,0,0
3126,11,4,0.363636374
3127,1,0,0
3128,7,0,0
3129,6,0,0
3130,9,1,0.111111112
3131,8,1,0.125
3132,3,1,0.333333343
3133,8,0,0
3134,5,1,0.200000003
3135,2,1,0.5
3136,2,0,0
3137,10,1,0.100000001
3138,6,1,0.166666672
3139,6,0,0
3140,6,1,0.166666672
3141,7,0,0
3142,5,1,0.200000003
3143,5,0,0
3144,5,0,0
3145,5,0,0
3146,7,1,0.142857149
3147,3,0,0
3148,4,1,0.25
3149,2,0,0
3150,5,1,0.200000003
3151,8,3,0.375
3152,8,1,0.125
3153,4,2,0.5
3154,13,4,0.307692319
3155,1,0,0
3156,5,1,0.200000003
3157,9,1,0.111111112
3158,4,2,0.5
3159,4,0,0
3160,5,1,0.200000003
3161,6,0,0
3162,10,0,0
3163,9,3,0.333333343
3164,3,0,0
3165,9,1,0.111111112
3166,9,1,0.111111112
3167,10,1,0.100000001
3168,6,0,0
3169,9,2,0.222222224
3170,6,2,0.333333343
3171,9,2,0.222222224
3172,6,1,0.166666672
3173,5,1,0.200000003
3174,3,0,0
3175,5,2,0.400000006
3176,9,3,0.333333343
3177,9,1,0.111111112
3178,7,2,0.285714298
3179,4,0,0
3180,6,1,0.166666672
3181,6,0,0
3182,6,0,0
3183,8,0,0
3184,8,2,0.25
3185,8,1,0.125
3186,4,1,0.25
3187,6,2,0.333333343
3188,4,0,0
3189,9,1,0.111111112
3190,7,1,0.142857149
3191,6,1,0.166666672
3192,7,2,0.285714298
3193,6,2,0.333333343
3194,5,1,0.200000003
3195,6,0,0
3196,5,1,0.200000003
3197,8,0,0
3198,4,1,0.25
3199,4,0,0
3200,5,1,0.200000003
3201,5,0,0
3202,7,1,0.142857149
3203,7,0,0
3204,7,0,0
3205,5,0,0
3206,4,1,0.25
3207,7,1,0.142857149
3208,8,3,0.375
3209,2,0,0
3210,4,0,0
3211,9,1,0.111111112
3212,2,0,0
3213,6,1,0.166666672
3214,7,1,0.142857149
3215,7,1,0.142857149
3216,2,0,0
3217,6,1,0.166666672
3218,4,2,0.5
3219,7,0,0
3220,4,1,0.25
3221,5,1,0.200000003
3222,12,2,0.166666672
3223,7,2,0.285714298
3224,5,1,0.200000003
3225,3,0,0
3226,5,2,0.400000006
3227,3,0,0
3228,5,0,0
3229,6,0,0
3230,3,0,0
3231,7,0,0
3232,7,2,0.285714298
3233,8,2,0.25
3234,2,0,0
3235,4,0,0
3236,4,3,0.75
3237,5,1,0.200000003
3238,7,1,0.142857149
3239,9,2,0.222222224
3240,9,4,0.444444448
3241,8,2,0.25
3242,8,0,0
3243,9,2,0.222222224
3244,5,0,0
3245,7,2,0.285714298
3246,4,2,0.5
3247,10,2,0.200000003
3248,7,1,0.142857149
3249,5,0,0
3250,9,0,0
3251,7,2,0.285714298
3252,5,1,0.200000003
3253,9,2,0.222222224
3254,4,1,0.25
3255,8,2,0.25
3256,5,1,0.200000003
3257,3,0,0
3258,5,1,0.200000003
3259,4,0,0
3260,3,0,0
3261,4,0,0
3262,6,0,0
3263,5,0,0
3264,6,2,0.333333343
3265,8,4,0.5
3266,5,0,0
3267,7,0,0
3268,5,0,0
3269,9,1,0.111111112
3270,4,1,0.25
3271,7,1,0.142857149
3272,8,0,0
3273,6,1,0.166666672
3274,6,1,0.166666672
3275,5,1,0.200000003
3276,2,0,0
3277,10,1,0.100000001
3278,6,0,0
3279,3,0,0
3280,5,2,0.400000006
3281,8,1,0.125
3282,10,1,0.100000001
3283,3,0,0
3284,7,0,0
3285,6,0,0
3286,5,1,0.200000003
3287,4,1,0.25
3288,2,0,0
3289,5,2,0.400000006
3290,1,0,0
3291,7,1,0.142857149
3292,4,0,0
3293,6,0,0
3294,6,1,0.166666672
3295,4,0,0
3296,6,1,0.166666672
3297,5,0,0
3298,4,0,0
3299,8,1,0.125
3300,6,3,0.5
3301,1,0,0
3302,11,1,0.0909090936
3303,6,0,0
3304,4,0,0
3305,8,1,0.125
3306,6,1,0.166666672
3307,6,0,0
3308,6,1,0.166666672
3309,6,2,0.333333343
3310,7,1,0.142857149
3311,8,1,0.125
3312,1,0,0
3313,3,0,0
3314,7,1,0.142857149
3315,5,0,0
3316,4,2,0.5
3317,5,0,0
3318,9,0,0
3319,2,0,0
3320,8,1,0.125
3321,5,1,0.200000003
3322,5,2,0.400000006
3323,10,1,0.100000001
3324,6,0,0
3325,4,1,0.25
3326,6,1,0.166666672
3327,5,0,0
3328,5,1,0.200000003
3329,7,1,0.142857149
3330,5,0,0
3331,7,0,0
3332,7,1,0.142857149
3333,5,1,0.200000003
3334,4,0,0
3335,8,2,0.25
3336,5,1,0.200000003
3337,1,0,0
3338,4,0,0
3339,4,1,0.25
3340,7,1,0.142857149
3341,3,0,0
3342,6,0,0
3343,4,1,0.25
3344,6,0,0
3345,4,1,0.25
3346,2,1,0.5
3347,8,1,0.125
3348,4,0,0
3349,2,0,0
3350,4,0,0
3351,3,1,0.333333343
3352,9,1,0.111111112
3353,6,0,0
3354,5,1,0.200000003
3355,2,0,0
3356,7,2,0.285714298
3357,3,0,0
3358,5,1,0.200000003
3359,10,3,0.300000012
3360,7,0,0
3361,8,1,0.125
3362,7,1,0.142857149
3363,6,1,0.166666672
3364,11,4,0.363636374
3365,5,1,0.200000003
3366,4,1,0.25
3367,3,0,0
3368,7,1,0.142857149
3369,3,1,0.333333343
3370,5,1,0.200000003
3371,4,1,0.25
3372,7,3,0.428571433
3373,7,0,0
3374,4,0,0
3375,7,0,0
3376,6,2,0.333333343
3377,5,1,0.200000003
3378,5,0,0
3379,9,1,0.111111112
3380,5,0,0
3381,5,0,0
3382,8,3,0.375
3383,11,1,0.0909090936
3384,5,0,0
3385,1,0,0
3386,5,1,0.200000003
3387,7,0,0
3388,8,0,0
3389,9,0,0
3390,7,3,0.428571433
3391,6,0,0
3392,5,1,0.200000003
3393,3,0,0
3394,5,0,0
3395,6,1,0.166666672
3396,2,1,0.5
3397,4,1,0.25
3398,10,3,0.300000012
3399,7,0,0
3400,6,1,0.166666672
3401,1,0,0
3402,7,1,0.142857149
3403,5,1,0.200000003
3404,4,0,0
3405,7,1,0.142857149
3406,2,1,0.5
3407,8,2,0.25
3408,12,0,0
3409,9,2,0.222222224
3410,5,1,0.200000003
3411,9,2,0.222222224
3412,5,0,0
3413,5,0,0
3414,6,0,0
3415,4,0,0
3416,11,2,0.181818187
3417,7,2,0.285714298
3418,7,1,0.142857149
3419,1,0,0
3420,7,1,0.142857149
3421,4,2,0.5
3422,3,1,0.333333343
3423,5,0,0
3424,6,0,0
3425,7,0,0
3426,9,1,0.111111112
3427,5,1,0.200000003
3428,1,0,0
3429,9,1,0.111111112
3430,4,1,0.25
3431,3,0,0
3432,6,3,0.5
3433,2,0,0
3434,7,1,0.142857149
3435,5,1,0.200000003
3436,8,0,0
3437,4,1,0.25
3438,9,1,0.111111112
3439,6,0,0
3440,1,1,1
3441,7,0,0
3442,7,1,0.142857149
3443,9,4,0.444444448
3444,9,0,0
3445,7,0,0
3446,6,0,0
3447,3,1,0.333333343
3448,7,0,0
3449,6,2,0.333333343
3450,6,1,0.166666672
3451,6,0,0
3452,6,2,0.333333343
3453,4,1,0.25
3454,6,0,0
3455,9,0,0
3456,7,1,0.142857149
3457,7,0,0
3458,6,0,0
3459,4,0,0
3460,4,2,0.5
3461,5,0,0
3462,5,1,0.200000003
3463,7,1,0.142857149
3464,4,2,0.5
3465,8,0,0
3466,8,1,0.125
3467,7,1,0.142857149
3468,4,0,0
3469,9,0,0
3470,4,1,0.25
3471,6,1,0.166666672
3472,3,0,0
3473,6,0,0
3474,3,0,0
3475,3,1,0.333333343
3476,7,1,0.142857149
3477,5,1,0.200000003
3478,5,2,0.400000006
3479,7,1,0.142857149
3480,7,1,0.142857149
3481,5,1,0.200000003
3482,8,2,0.25
3483,3,0,0
3484,7,0,0
3485,4,0,0
3486,3,1,0.333333343
3487,6,0,0
3488,5,0,0
3489,7,0,0
3490,5,0,0
3491,3,2,0.666666687
3492,4,1,0.25
3493,9,0,0
3494,3,0,0
3495,3,0,0
3496,4,0,0
3497,5,1,0.200000003
3498,5,2,0.400000006
3499,2,1,0.5
3500,4,0,0
3501,3,1,0.333333343
3502,5,1,0.200000003
3503,5,0,0
3504,6,0,0
3505,5,0,0
3506,6,1,0.166666672
3507,4,1,0.25
3508,3,0,0
3509,6,0,0
3510,6,0,0
3511,5,1,0.200000003
3512,4,1,0.25
3513,10,2,0.200000003
3514,10,1,0.100000001
3515,5,2,0.400000006
3516,7,1,0.142857149
3517,8,1,0.125
3518,6,1,0.166666672
3519,9,0,0
3520,3,0,0
3521,3,1,0.333333343
3522,4,1,0.25
3523,4,0,0
3524,4,2,0.5
3525,11,3,0.272727281
3526,6,0,0
3527,6,1,0.166666672
3528,5,1,0.200000003
3529,9,1,0.111111112
3530,6,0,0
3531,6,1,0.166666672
3532,8,2,0.25
3533,5,1,0.200000003
3534,9,1,0.111111112
3535,3,0,0
3536,2,0,0
3537,5,1,0.200000003
3538,5,1,0.200000003
3539,6,1,0.166666672
3540,5,1,0.200000003
3541,7,2,0.285714298
3542,11,0,0
3543,4,0,0
3544,3,0,0
3545,3,1,0.333333343
3546,4,1,0.25
3547,2,1,0.5
3548,5,3,0.600000024
3549,1,0,0
3550,8,0,0
3551,4,1,0.25
3552,4,0,0
3553,3,0,0
3554,5,1,0.200000003
3555,6,1,0.166666672
3556,8,0,0
3557,4,1,0.25
3558,8,3,0.375
3559,3,0,0
3560,1,0,0
3561,2,0,0
3562,7,1,0.142857149
3563,3,2,0.666666687
3564,6,0,0
3565,3,0,0
3566,7,0,0
3567,9,4,0.444444448
3568,6,0,0
3569,4,1,0.25
3570,3,0,0
3571,3,2,0.666666687
3572,1,0,0
3573,8,2,0.25
3574,4,0,0
3575,10,1,0.100000001
3576,4,2,0.5
3577,3,0,0
3578,2,1,0.5
3579,6,1,0.166666672
3580,3,0,0
3581,6,0,0
3582,6,1,0.166666672
3583,3,0,0
3584,3,0,0
3585,5,0,0
3586,4,0,0
3587,4,1,0.25
3588,6,0,0
3589,6,1,0.166666672
3590,1,0,0
3591,6,0,0
3592,7,0,0
3593,6,1,0.166666672
3594,5,0,0
3595,10,2,0.200000003
3596,3,0,0
3597,4,1,0.25
3598,7,1,0.142857149
3599,2,0,0
3600,10,3,0.300000012
3601,4,0,0
3602,4,0,0
3603,6,0,0
3604,7,1,0.142857149
3605,5,0,0
3606,5,0,0
3607,5,3,0.600000024
3608,9,1,0.111111112
3609,2,0,0
3610,2,0,0
3611,8,0,0
3612,5,0,0
3613,6,1,0.166666672
3614,4,1,0.25
3615,8,0,0
3616,5,0,0
3617,3,1,0.333333343
3618,3,0,0
3619,3,3,1
3620,7,1,0.142857149
3621,8,2,0.25
3622,3,0,0
3623,6,2,0.333333343
3624,4,1,0.25
3625,7,0,0
3626,6,0,0
3627,5,1,0.200000003
3628,7,1,0.142857149
3629,4,2,0.5
3630,3,0,0
3631,3,0,0
3632,7,3,0.428571433
3633,7,1,0.142857149
3634,8,0,0
3635,4,1,0.25
3636,5,1,0.200000003
3637,6,0,0
3638,2,0,0
3639,6,0,0
3640,3,1,0.333333343
3641,9,0,0
3642,2,0,0
3643,3,0,0
3644,4,1,0.25
3645,1,0,0
3646,3,1,0.333333343
3647,9,0,0
3648,5,1,0.200000003
3649,6,0,0
3650,3,0,0
3651,3,1,0.333333343
3652,5,1,0.200000003
3653,6,1,0.166666672
3654,4,1,0.25
3655,6,0,0
3656,3,1,0.333333343
3657,5,0,0
3658,4,0,0
3659,6,2,0.333333343
3660,6,0,0
3661,3,0,0
3662,6,1,0.166666672
3663,1,0,0
3664,7,1,0.142857149
3665,3,2,0.666666687
3666,4,0,0
3667,2,0,0
3668,4,0,0
3669,8,1,0.125
3670,3,1,0.333333343
3671,3,1,0.333333343
3672,7,2,0.285714298
3673,4,2,0.5
3674,5,1,0.200000003
3675,8,3,0.375
3676,8,0,0
3677,8,4,0.5
3678,6,0,0
3679,7,0,0
3680,1,0,0
3681,6,2,0.333333343
3682,3,0,0
3683,1,0,0
3684,5,2,0.400000006
3685,4,1,0.25
3686,9,0,0
3687,8,1,0.125
3688,5,2,0.400000006
3689,6,0,0
3690,2,0,0
3691,9,2,0.222222224
3692,3,0,0
3693,2,0,0
3694,2,0,0
3695,1,0,0
3696,4,0,0
3697,7,2,0.285714298
3698,9,2,0.222222224
3699,4,1,0.25
3700,2,0,0
3701,4,0,0
3702,4,0,0
3703,3,0,0
3704,7,0,0
3705,5,0,0
3706,7,0,0
3707,3,1,0.333333343
3708,5,0,0
3709,6,2,0.333333343
3710,9,1,0.111111112
3711,9,0,0
3712,7,1,0.142857149
3713,2,1,0.5
3714,9,1,0.111111112
3715,6,2,0.333333343
3716,4,0,0
3717,9,4,0.444444448
3718,5,0,0
3719,7,1,0.142857149
3720,4,0,0
3721,3,1,0.333333343
3722,4,0,0
3723,7,0,0
3724,7,2,0.285714298
3725,4,0,0
3726,4,1,0.25
3727,6,0,0
3728,1,1,1
3729,3,0,0
3730,3,0,0
3731,9,1,0.111111112
3732,8,1,0.125
3733,9,3,0.333333343
3734,6,2,0.333333343
3735,5,1,0.200000003
3736,4,0,0
3737,7,0,0
3738,9,2,0.222222224
3739,5,0,0
3740,5,3,0.600000024
3741,1,0,0
3742,4,0,0
3743,6,0,0
3744,4,1,0.25
3745,6,1,0.166666672
3746,10,1,0.100000001
3747,4,1,0.25
3748,10,1,0.100000001
3749,6,0,0
3750,7,1,0.142857149
3751,3,2,0.666666687
3752,8,2,0.25
3753,4,1,0.25
3754,5,0,0
3755,4,0,0
3756,5,1,0.200000003
3757,3,0,0
3758,2,1,0.5
3759,6,3,0.5
3760,5,0,0
3761,5,0,0
3762,11,1,0.0909090936
3763,6,0,0
3764,7,0,0
3765,5,1,0.200000003
3766,7,1,0.142857149
3767,9,3,0.333333343
3768,3,0,0
3769,3,1,0.333333343
3770,7,1,0.142857149
3771,5,0,0
3772,4,0,0
3773,4,0,0
3774,6,0,0
3775,7,1,0.142857149
3776,3,1,0.333333343
3777,6,2,0.333333343
3778,4,0,0
3779,5,1,0.200000003
3780,9,1,0.111111112
3781,3,0,0
3782,7,1,0.142857149
3783,8,1,0.125
3784,3,0,0
3785,4,2,0.5
3786,5,4,0.800000012
3787,10,2,0.200000003
3788,3,0,0
3789,6,0,0
3790,3,0,0
3791,4,0,0
3792,7,1,0.142857149
3793,3,0,0
3794,1,0,0
3795,7,0,0
3796,14,3,0.214285716
3797,8,1,0.125
3798,5,0,0
3799,8,0,0
3800,7,0,0
3801,2,0,0
3802,9,3,0.333333343
3803,8,0,0
3804,4,0,0
3805,6,0,0
3806,3,1,0.333333343
3807,6,1,0.166666672
3808,6,2,0.333333343
3809,1,0,0
3810,9,1,0.111111112
3811,2,0,0
3812,4,1,0.25
3813,7,0,0
3814,1,0,0
3815,8,1,0.125
3816,9,2,0.222222224
3817,6,0,0
3818,5,1,0.200000003
3819,4,1,0.25
3820,7,0,0
3821,5,1,0.200000003
3822,1,0,0
3823,6,2,0.333333343
3824,6,0,0
3825,3,1,0.333333343
3826,5,1,0.200000003
3827,3,0,0
3828,2,1,0.5
3829,3,1,0.333333343
3830,3,0,0
3831,2,0,0
3832,7,1,0.142857149
3833,5,1,0.200000003
3834,5,1,0.200000003
3835,5,0,0
3836,6,2,0.333333343
3837,4,0,0
3838,7,0,0
3839,5,2,0.400000006
3840,5,1,0.200000003
3841,2,1,0.5
3842,3,1,0.333333343
3843,5,0,0
3844,3,1,0.333333343
3845,6,1,0.166666672
3846,6,1,0.166666672
3847,6,0,0
3848,5,0,0
3849,9,0,0
3850,2,0,0
3851,4,1,0.25
3852,4,0,0
3853,4,0,0
3854,2,0,0
3855,1,0,0
3856,6,1,0.166666672
3857,2,1,0.5
3858,5,1,0.200000003
3859,4,2,0.5
3860,8,0,0
3861,8,2,0.25
3862,5,0,0
3863,7,0,0
3864,4,0,0
3865,5,0,0
3866,1,0,0
3867,4,1,0.25
3868,3,0,0
3869,5,0,0
3870,3,0,0
3871,5,2,0.400000006
3872,7,4,0.571428597
3873,1,0,0
3874,3,1,0.333333343
3875,3,1,0.333333343
3876,6,0,0
3877,4,0,0
3878,4,1,0.25
3879,2,0,0
3880,6,1,0.166666672
3881,5,1,0.200000003
3882,4,0,0
3883,4,1,0.25
3884,9,0,0
3885,10,2,0.200000003
3886,2,0,0
3887,8,1,0.125
3888,7,1,0.142857149
3889,6,1,0.166666672
3890,5,2,0.400000006
3891,5,0,0
3892,4,0,0
3893,5,2,0.400000006
3894,3,1,0.333333343
3895,7,0,0
3896,3,0,0
3897,5,2,0.400000006
3898,7,1,0.142857149
3899,1,0,0
3900,4,0,0
3901,7,0,0
3902,7,2,0.285714298
3903,7,1,0.142857149
3904,1,0,0
3905,8,4,0.5
3906,4,0,0
3907,9,0,0
3908,2,0,0
3909,9,3,0.333333343
3910,5,0,0
3911,3,1,0.333333343
3912,4,1,0.25
3913,3,1,0.333333343
3914,2,0,0
3915,10,1,0.100000001
3916,6,1,0.166666672
3917,3,1,0.333333343
3918,6,0,0
3919,4,0,0
3920,3,0,0
3921,4,0,0
3922,2,0,0
3923,5,0,0
3924,4,1,0.25
3925,4,0,0
3926,5,2,0.400000006
3927,5,0,0
3928,4,1,0.25
3929,5,0,0
3930,9,2,0.222222224
3931,8,3,0.375
3932,4,1,0.25
3933,5,0,0
3934,9,2,0.222222224
3935,6,1,0.166666672
3936,7,3,0.428571433
3937,6,2,0.333333343
3938,7,1,0.142857149
3939,1,0,0
3940,3,0,0
3941,4,0,0
3942,4,0,0
3943,8,1,0.125
3944,3,0,0
3945,7,2,0.285714298
3946,4,1,0.25
3947,3,0,0
3948,5,0,0
3949,6,2,0.333333343
3950,3,1,0.333333343
3951,5,0,0
3952,6,2,0.333333343
3953,1,0,0
3954,3,1,0.333333343
3955,7,0,0
3956,3,0,0
3957,3,0,0
3958,4,0,0
3959,6,1,0.166666672
3960,4,1,0.25
3961,1,0,0
3962,3,3,1
3963,2,0,0
3964,3,1,0.333333343
3965,4,0,0
3966,5,0,0
3967,6,2,0.333333343
3968,2,0,0
3969,1,0,0
3970,6,0,0
3971,4,0,0
3972,4,0,0
3973,3,1,0.333333343
3974,2,0,0
3975,10,1,0.100000001
3976,5,1,0.200000003
3977,2,0,0
3978,6,1,0.166666672
3979,12,3,0.25
3980,7,0,0
3982,3,0,0
3983,4,0,0
3984,5,1,0.200000003
3985,3,1,0.333333343
3986,3,0,0
3987,3,0,0
3988,3,1,0.333333343
3989,4,1,0.25
3990,4,0,0
3991,5,1,0.200000003
3992,2,0,0
3993,5,0,0
3994,5,2,0.400000006
3995,8,1,0.125
3996,6,1,0.166666672
3997,3,0,0
3998,3,0,0
3999,7,1,0.142857149
4000,4,0,0
4001,6,2,0.333333343
4002,7,0,0
4003,3,0,0
4004,6,0,0
4005,10,2,0.200000003
4006,3,0,0
4007,5,1,0.200000003
4008,5,0,0
